state,statefips,countyfips,county,latino_cvap_2020,latino_voted_2020,latino_turnout_2020_cvap,avg24_residual
WI,55,57,Juneau County,460,168,.36521739,-.060810864
MI,26,43,Dickinson County,225,90,.40000001,-.060814317
KY,21,163,Meade County,660,186,.28181818,-.063696936
WY,56,25,Natrona County,3970,918,.23123425,-.065076225
FL,12,27,DeSoto County,5335,1267,.23748828,-.061518919
PA,42,73,Lawrence County,800,267,.33375001,-.060838591
RI,44,1,Bristol County,970,461,.47525772,-.064151511
MD,24,39,Somerset County,390,75,.1923077,-.061804652
TX,48,251,Johnson County,21440,6913,.32243469,-.060186226
MT,30,85,Roosevelt County,135,45,.33333334,-.059210572
LA,22,115,Vernon Parish,3100,309,.099677421,-.064461052
CA,6,31,Kings County,40100,13330,.33241895,-.06080845
WA,53,9,Clallam County,2695,1135,.42115027,-.060343374
IN,18,75,Jay County,455,120,.26373628,-.061299119
VA,51,685,Manassas Park city,2580,1153,.44689924,-.059791595
SC,45,19,Charleston County,7440,2255,.30309141,-.06293194
AL,1,111,Randolph County,265,37,.13962264,-.063788034
TX,48,317,Martin County,1595,525,.3291536,-.060061231
KY,21,77,Gallatin County,90,22,.24444444,-.060040679
GA,13,183,Long County,1155,226,.19567099,-.060035467
CO,8,35,Douglas County,18780,10905,.58067095,-.056893997
TX,48,161,Freestone County,1460,397,.27191782,-.057024594
ND,38,101,Ward County,2675,723,.27028036,-.060801119
MN,27,165,Watonwan County,890,338,.37977529,-.05981449
GA,13,137,Habersham County,2365,570,.24101479,-.059611041
NM,35,1,Bernalillo County,222215,102658,.46197602,-.058681998
AR,5,103,Ouachita County,290,49,.16896552,-.060242631
MO,29,55,Crawford County,285,69,.24210526,-.058402427
TX,48,485,Wichita County,14830,3930,.26500338,-.056753986
IA,19,79,Hamilton County,295,111,.37627119,-.059574213
NY,36,11,Cayuga County,1405,493,.35088968,-.059031341
CO,8,97,Pitkin County,1000,600,.60000002,-.058631636
AL,1,27,Clay County,180,26,.14444445,-.061027385
IL,17,7,Boone County,5180,2165,.41795367,-.058808263
PA,42,77,Lehigh County,51575,21394,.41481337,-.058215924
KY,21,195,Pike County,325,88,.27076924,-.058213692
FL,12,43,Glades County,1545,392,.25372168,-.058105394
UT,49,21,Iron County,2380,532,.22352941,-.058750808
NM,35,55,Taos County,13965,6900,.49409238,-.05920757
MN,27,35,Crow Wing County,590,232,.39322034,-.05627076
VA,51,510,Alexandria city,10365,5855,.5648818,-.055969741
AR,5,87,Madison County,480,110,.22916667,-.059118126
TX,48,501,Yoakum County,2710,896,.33062729,-.056768376
MN,27,41,Douglas County,370,148,.40000001,-.056791615
NY,36,19,Clinton County,1630,547,.33558282,-.057924073
MA,25,11,Franklin County,1725,828,.47999999,-.058442205
MN,27,161,Waseca County,430,160,.37209302,-.055344846
MO,29,101,Johnson County,1675,429,.2561194,-.057078402
NV,32,7,Elko County,6585,2462,.37388003,-.053671349
LA,22,101,St. Mary Parish,1370,219,.15985401,-.058586009
IL,17,177,Stephenson County,915,338,.36939892,-.055614416
OR,41,29,Jackson County,14395,5955,.41368532,-.054469761
OK,40,133,Seminole County,555,121,.21801803,-.055099111
OK,40,113,Osage County,1000,268,.26800001,-.055396356
IA,19,123,Mahaska County,335,104,.31044775,-.055610798
AL,1,117,Shelby County,4370,1267,.28993136,-.058255181
OK,40,35,Craig County,220,52,.23636363,-.054907735
TX,48,189,Hale County,11405,3297,.28908375,-.054886218
MO,29,213,Taney County,1740,439,.25229886,-.054500729
NM,35,5,Chaves County,21725,7735,.35604143,-.053164653
GA,13,237,Putnam County,485,129,.26597938,-.055435654
KS,20,79,Harvey County,2210,838,.37918553,-.055110455
MA,25,5,Bristol County,24115,10097,.41870207,-.05506653
PA,42,103,Pike County,4395,1764,.40136519,-.05438827
OK,40,73,Kingfisher County,765,213,.27843139,-.054255474
OK,40,109,Oklahoma County,47800,14564,.30468619,-.053719494
GA,13,127,Glynn County,2165,597,.27575058,-.054073401
CA,6,35,Lassen County,4040,1058,.2618812,-.053476665
KS,20,161,Riley County,3830,906,.23655352,-.054437887
KY,21,47,Christian County,3365,569,.16909361,-.053735066
TX,48,101,Cottle County,230,63,.27391306,-.051310759
AR,5,111,Poinsett County,305,60,.19672132,-.05549461
TN,47,149,Rutherford County,9425,2427,.25750664,-.057552192
IL,17,11,Bureau County,1565,631,.40319487,-.053566363
NE,31,89,Holt County,195,66,.33846155,-.051424827
MI,26,55,Grand Traverse County,1350,611,.45259258,-.05163632
TX,48,375,Potter County,21930,6122,.27916098,-.050711636
IN,18,3,Allen County,12345,4176,.3382746,-.05227248
WA,53,25,Grant County,13660,4873,.35673499,-.050701886
SC,45,11,Barnwell County,295,43,.14576271,-.05253673
TX,48,185,Grimes County,3660,1111,.30355191,-.050647076
TX,48,307,McCulloch County,1560,515,.33012819,-.051882684
KY,21,227,Warren County,2475,685,.27676767,-.051923338
OH,39,31,Coshocton County,345,103,.29855072,-.050677098
TX,48,115,Dawson County,4820,1178,.24439834,-.051060699
NE,31,33,Cheyenne County,390,128,.32820514,-.050225239
TX,48,285,Lavaca County,1820,615,.33791208,-.049938686
KS,20,47,Edwards County,240,81,.33750001,-.051941764
AR,5,35,Crittenden County,485,95,.19587629,-.051840659
TX,48,117,Deaf Smith County,6295,2040,.32406673,-.051402736
IN,18,149,Starke County,590,181,.30677965,-.052644402
WY,56,35,Sublette County,300,86,.28666666,-.053959277
IN,18,175,Washington County,240,68,.28333333,-.051618684
AL,1,113,Russell County,1740,222,.1275862,-.053748637
CO,8,11,Bent County,1355,406,.299631,-.048453048
MI,26,63,Huron County,480,190,.39583334,-.049807481
IN,18,69,Huntington County,460,141,.30652174,-.050921384
MO,29,211,Sullivan County,535,153,.2859813,-.050345443
TX,48,227,Howard County,8435,2326,.27575579,-.048873968
MD,24,31,Montgomery County,85120,48466,.5693844,-.051780257
FL,12,5,Bay County,6650,1941,.29187971,-.048995987
IL,17,41,Douglas County,725,251,.3462069,-.049788818
LA,22,31,De Soto Parish,475,77,.16210526,-.052610643
FL,12,91,Okaloosa County,10605,3435,.32390383,-.048944786
TX,48,437,Swisher County,1635,481,.2941896,-.048178025
CO,8,41,El Paso County,71315,30364,.42577296,-.046108745
MA,25,15,Hampshire County,6080,2619,.43075657,-.051598344
FL,12,93,Okeechobee County,5240,1433,.27347329,-.049385808
NH,33,9,Grafton County,1470,644,.43809524,-.05225753
SC,45,87,Union County,185,34,.18378378,-.050624356
NY,36,13,Chautauqua County,5825,1926,.33064377,-.049580827
NE,31,67,Gage County,265,100,.3773585,-.048344158
NE,31,155,Saunders County,285,113,.39649123,-.048278909
CA,6,81,San Mateo County,93365,56337,.60340601,-.050489213
TX,48,491,Williamson County,78435,37413,.47699368,-.047774687
ID,16,75,Payette County,1675,506,.30208954,-.047732279
KY,21,145,McCracken County,895,264,.29497206,-.048557632
WY,56,15,Goshen County,905,228,.25193369,-.052580986
MI,26,127,Oceana County,1435,568,.39581883,-.046971053
IA,19,85,Harrison County,155,58,.37419355,-.049204834
ID,16,1,Ada County,22420,9218,.41115075,-.046611536
TX,48,35,Bosque County,1570,538,.34267515,-.046683021
WA,53,27,Grays Harbor County,3005,1165,.38768718,-.046468306
KY,21,59,Daviess County,1020,335,.32843137,-.047970641
CT,9,1,Fairfield County,87520,45704,.52221209,-.048421279
VA,51,1,Accomack County,725,256,.35310346,-.04303873
CT,9,9,New Haven County,89330,38192,.42753834,-.048344616
OK,40,125,Pottawatomie County,2100,521,.24809524,-.046679493
GA,13,75,Cook County,405,76,.18765432,-.045032799
TX,48,49,Brown County,5035,1505,.29890764,-.045124125
VA,51,67,Franklin County,555,208,.37477478,-.043304242
PA,42,97,Northumberland County,1950,635,.32564104,-.045482427
IA,19,39,Clarke County,465,166,.35698923,-.047574464
NM,35,47,San Miguel County,16735,7751,.46316105,-.047800645
ID,16,53,Jerome County,2165,622,.28729793,-.044858519
VA,51,9,Amherst County,420,151,.3595238,-.042756386
OK,40,31,Comanche County,9955,2322,.23324962,-.046273649
KS,20,59,Franklin County,575,199,.34608695,-.04666939
GA,13,33,Burke County,340,74,.21764706,-.044440545
TX,48,217,Hill County,3645,1167,.32016462,-.044626016
TX,48,371,Pecos County,6640,2312,.34819278,-.046405688
NY,36,119,Westchester County,120740,63013,.52188998,-.04690836
IL,17,141,Ogle County,2455,1022,.41629329,-.04529807
TN,47,101,Lewis County,195,41,.21025641,-.050769471
OK,40,97,Mayes County,735,196,.26666668,-.045566425
OH,39,19,Carroll County,310,106,.34193549,-.044562571
AL,1,29,Cleburne County,125,20,.16,-.04775862
NY,36,91,Saratoga County,4880,2244,.45983607,-.045682345
MO,29,139,Montgomery County,105,33,.31428573,-.045089692
NY,36,57,Montgomery County,4420,1339,.30294117,-.045127977
OR,41,41,Lincoln County,1860,819,.44032258,-.044927776
SC,45,15,Berkeley County,6795,1735,.25533479,-.046723545
AL,1,127,Walker County,480,83,.17291667,-.047532238
IN,18,67,Howard County,1620,509,.31419754,-.045147002
TX,48,249,Jim Wells County,22515,8260,.36686653,-.046017677
TN,47,103,Lincoln County,335,79,.23582089,-.048479997
TN,47,47,Fayette County,545,134,.24587156,-.048018783
TN,47,119,Maury County,2150,546,.25395349,-.047916774
WY,56,5,Campbell County,1910,456,.23874345,-.045593861
GA,13,51,Chatham County,9080,2614,.28788546,-.043271184
OH,39,47,Fayette County,235,74,.3148936,-.04085679
KY,21,221,Trigg County,110,33,.30000001,-.044419501
PA,42,11,Berks County,48165,19639,.4077442,-.042466309
PA,42,81,Lycoming County,1430,488,.34125873,-.040994309
TX,48,369,Parmer County,2795,869,.31091234,-.042289965
TX,48,135,Ector County,53000,16603,.31326416,-.042163819
TX,48,339,Montgomery County,60240,24953,.41422641,-.039806087
SC,45,17,Calhoun County,225,53,.23555556,-.043687344
TX,48,469,Victoria County,26965,9487,.35182643,-.041579816
NM,35,13,Dona Ana County,89380,37800,.4229134,-.040908922
CA,6,93,Siskiyou County,3160,1279,.40474683,-.040262695
TX,48,21,Bastrop County,15465,6132,.39650825,-.041386969
CA,6,45,Mendocino County,9000,4260,.47333333,-.041567922
OH,39,119,Muskingum County,585,181,.30940172,-.039608561
KS,20,93,Kearny County,540,154,.28518519,-.041006252
TX,48,443,Terrell County,405,169,.41728395,-.041305657
GA,13,215,Muscogee County,8175,2016,.2466055,-.039902642
NE,31,157,Scotts Bluff County,4840,1611,.33285123,-.040252909
IN,18,7,Benton County,200,64,.31999999,-.041855671
LA,22,11,Beauregard Parish,765,137,.17908497,-.043285336
TX,48,107,Crosby County,2065,595,.28813559,-.040287178
TX,48,43,Brewster County,2850,1254,.44,-.041139148
ID,16,21,Boundary County,345,106,.30724639,-.039418302
GA,13,109,Evans County,310,61,.1967742,-.039599366
TN,47,125,Montgomery County,11640,2484,.21340206,-.04442393
TN,47,179,Washington County,1790,444,.2480447,-.04380795
FL,12,61,Indian River County,10390,4293,.41318575,-.040676672
TN,47,69,Hardeman County,250,33,.132,-.042548921
VA,51,790,Staunton city,500,205,.41,-.036833979
MA,25,17,Middlesex County,65190,35437,.54359567,-.039840877
SC,45,27,Clarendon County,410,78,.1902439,-.040620033
NY,36,89,St. Lawrence County,1725,584,.33855072,-.03881618
GA,13,209,Montgomery County,275,50,.18181819,-.03835053
VA,51,73,Gloucester County,1030,429,.41650486,-.036489032
PA,42,49,Erie County,6235,2341,.3754611,-.03781084
OR,41,3,Benton County,3965,1759,.44363177,-.038113803
SC,45,23,Chester County,350,67,.19142857,-.039398842
MS,28,35,Forrest County,885,122,.1378531,-.040307183
GA,13,193,Macon County,235,38,.16170213,-.037549153
TN,47,141,Putnam County,1775,383,.21577464,-.042016793
GA,13,175,Laurens County,715,147,.20559441,-.036519792
GA,13,19,Berrien County,435,83,.1908046,-.037109725
NY,36,83,Rensselaer County,4700,1817,.38659576,-.038825966
ID,16,83,Twin Falls County,6025,1955,.32448134,-.036305882
KY,21,93,Hardin County,3595,1081,.30069542,-.03855411
WI,55,9,Brown County,8785,3951,.44974387,-.035498556
IL,17,143,Peoria County,4440,1813,.40833333,-.036434311
IL,17,81,Jefferson County,665,226,.33984962,-.036929231
TX,48,495,Winkler County,2560,741,.28945312,-.037149791
TX,48,291,Liberty County,8995,2552,.28371316,-.035442457
LA,22,73,Ouachita Parish,1825,317,.17369863,-.03839542
CA,6,1,Alameda County,187845,103981,.55354679,-.037680067
OK,40,1,Adair County,565,107,.18938053,-.03590887
PA,42,7,Beaver County,1805,712,.39445984,-.036133371
CA,6,33,Lake County,6530,2645,.40505359,-.036510587
TX,48,27,Bell County,50055,16173,.32310459,-.035070933
AL,1,43,Cullman County,1295,232,.17915058,-.039913651
MO,29,209,Stone County,425,149,.35058823,-.037817411
TX,48,125,Dickens County,350,107,.30571428,-.035484642
LA,22,17,Caddo Parish,3455,685,.19826339,-.038687564
TX,48,201,Harris County,855310,359643,.42048264,-.034935161
OH,39,43,Erie County,2040,799,.39166668,-.036900204
NJ,34,23,Middlesex County,94965,49638,.52269781,-.033741195
IL,17,55,Franklin County,445,149,.33483145,-.035854548
TX,48,321,Matagorda County,8650,2821,.32612717,-.035361487
IL,17,29,Coles County,815,262,.32147241,-.036179055
OH,39,93,Lorain County,19745,8199,.41524437,-.035772212
VA,51,660,Harrisonburg city,4190,1254,.29928401,-.034107298
MI,26,27,Cass County,1040,444,.42692307,-.035299875
OK,40,115,Ottawa County,815,196,.24049079,-.036045864
NV,32,19,Lyon County,4890,1937,.39611453,-.034443114
TX,48,343,Morris County,550,158,.28727272,-.034334615
ID,16,11,Bingham County,3935,1363,.34637865,-.034073621
PA,42,55,Franklin County,3625,1335,.36827585,-.034354486
TX,48,439,Tarrant County,273325,111191,.40680873,-.0340201
WI,55,115,Shawano County,505,212,.41980198,-.033397507
WI,55,11,Buffalo County,105,47,.44761905,-.033618312
GA,13,21,Bibb County,2510,615,.24501993,-.033831615
GA,13,229,Pierce County,250,54,.21600001,-.034378737
GA,13,169,Jones County,275,74,.26909092,-.035267863
OR,41,11,Coos County,2310,895,.3874459,-.03456074
CO,8,23,Costilla County,1700,762,.4482353,-.036953863
CA,6,59,Orange County,532365,271213,.50944936,-.035242125
LA,22,71,Orleans Parish,11345,2880,.25385633,-.037948299
OK,40,21,Cherokee County,1395,351,.2516129,-.034955103
GA,13,111,Fannin County,280,88,.31428573,-.036053438
TX,48,213,Henderson County,4325,1396,.32277456,-.03303495
MS,28,45,Hancock County,1205,241,.2,-.039103013
IN,18,181,White County,510,188,.36862746,-.036310598
IA,19,139,Muscatine County,4050,1647,.40666667,-.0363997
FL,12,17,Citrus County,5705,2111,.37002629,-.035416916
OH,39,139,Richland County,1400,474,.33857143,-.033121523
ID,16,35,Clearwater County,255,82,.32156864,-.03376507
CA,6,15,Del Norte County,3170,1122,.35394323,-.033785567
IN,18,99,Marshall County,1550,536,.34580645,-.035215434
IA,19,43,Clayton County,140,56,.40000001,-.036328178
OK,40,123,Pontotoc County,1070,287,.2682243,-.033975225
MD,24,3,Anne Arundel County,21000,9497,.45223808,-.034789503
VA,51,95,James City County,2390,1286,.53807533,-.031871412
GA,13,285,Troup County,1180,257,.21779661,-.032886986
TX,48,417,Shackelford County,210,65,.30952382,-.031576063
MI,26,57,Gratiot County,1575,561,.35619047,-.031985968
IN,18,109,Morgan County,735,252,.34285715,-.034991041
OH,39,95,Lucas County,18425,6917,.37541384,-.032286029
AL,1,55,Etowah County,1390,270,.19424461,-.036427677
IN,18,63,Hendricks County,3585,1492,.41617852,-.033810344
GA,13,179,Liberty County,4820,1002,.20788382,-.034008492
TX,48,355,Nueces County,152960,59283,.3875719,-.034344882
IL,17,43,DuPage County,63680,34884,.54780149,-.033498727
NC,37,107,Lenoir County,1395,361,.25878137,-.031607229
MI,26,101,Manistee County,460,198,.43043479,-.03221428
KY,21,67,Fayette County,6700,2423,.36164179,-.033159316
TN,47,65,Hamilton County,7245,2017,.2783989,-.036817558
OK,40,103,Noble County,250,76,.30399999,-.032739777
TX,48,353,Nolan County,3330,1066,.32012013,-.031533279
AL,1,83,Limestone County,2390,562,.23514645,-.035841618
TN,47,113,Madison County,1155,258,.22337662,-.035606854
UT,49,3,Box Elder County,2690,858,.31895912,-.034043964
FL,12,81,Manatee County,28655,12204,.42589426,-.033096611
NY,36,29,Erie County,31945,12619,.39502269,-.032262273
KS,20,9,Barton County,1455,481,.3305842,-.03135635
KS,20,45,Douglas County,4660,1817,.38991416,-.032627612
FL,12,89,Nassau County,2310,901,.39004329,-.031827033
NC,37,141,Pender County,1685,569,.33768547,-.031313818
SC,45,55,Kershaw County,1475,368,.24949153,-.033773091
GA,13,71,Colquitt County,2535,480,.18934911,-.030377755
OH,39,165,Warren County,3440,1603,.46598837,-.029539701
PA,42,107,Schuylkill County,3535,1223,.34596887,-.030307313
IN,18,35,Delaware County,1680,464,.27619049,-.032541178
TX,48,435,Sutton County,1445,495,.34256056,-.032937907
NE,31,1,Adams County,1205,418,.34688798,-.030079469
VA,51,25,Brunswick County,150,51,.34,-.026482826
AL,1,81,Lee County,3440,597,.17354651,-.034020793
FL,12,79,Madison County,540,139,.2574074,-.028330725
FL,12,35,Flagler County,8300,3397,.40927711,-.03296655
MT,30,111,Yellowstone County,5210,2121,.40710172,-.030766249
OH,39,169,Wayne County,1040,375,.36057693,-.029865272
WI,55,17,Chippewa County,615,263,.42764229,-.029118586
NC,37,153,Richmond County,1120,270,.24107143,-.028946364
AR,5,15,Carroll County,1270,389,.30629921,-.033715557
MI,26,157,Tuscola County,1180,457,.38728812,-.029381189
MN,27,157,Wabasha County,235,106,.45106384,-.030069474
MD,24,510,Baltimore city,13125,4444,.33859047,-.029890139
IN,18,105,Monroe County,3040,1001,.32927632,-.03208892
MI,26,139,Ottawa County,15155,6719,.44335204,-.028501501
GA,13,245,Richmond County,6045,1304,.21571547,-.030013639
NM,35,27,Lincoln County,4100,1819,.44365853,-.029210415
IN,18,141,St. Joseph County,10715,3991,.3724685,-.030952372
ND,38,17,Cass County,2730,979,.35860807,-.031195052
MT,30,41,Hill County,320,115,.359375,-.030118797
IL,17,99,LaSalle County,5415,2291,.42308402,-.030541843
AL,1,21,Chilton County,970,168,.17319588,-.03273733
TX,48,141,El Paso County,406365,178596,.43949652,-.031070132
CA,6,13,Contra Costa County,146275,82962,.5671646,-.030390963
NE,31,119,Madison County,1960,662,.33775511,-.028485565
PA,42,21,Cambria County,1360,515,.37867647,-.028635513
CA,6,27,Inyo County,2140,966,.45140186,-.029197792
TX,48,211,Hemphill County,425,147,.34588236,-.026671194
SD,46,81,Lawrence County,595,204,.34285715,-.03142548
WV,54,3,Berkeley County,2880,1027,.35659721,-.027734343
NE,31,55,Douglas County,25935,11115,.42857143,-.027399842
MI,26,59,Hillsdale County,630,239,.37936509,-.026528914
AL,1,61,Geneva County,555,78,.14054054,-.031740915
MN,27,25,Chisago County,785,335,.42675158,-.028493423
TX,48,487,Wilbarger County,2255,685,.30376941,-.027626218
MI,26,29,Charlevoix County,315,147,.46666667,-.027075097
CO,8,1,Adams County,99525,48537,.48768651,-.026786638
OK,40,137,Stephens County,1700,459,.27000001,-.027748594
TX,48,29,Bexar County,746075,318414,.4267855,-.028218888
NM,35,15,Eddy County,17725,7141,.4028773,-.027174722
IL,17,111,McHenry County,18705,9624,.51451486,-.028178534
SD,46,83,Lincoln County,650,273,.41999999,-.029159136
TX,48,79,Cochran County,940,241,.25638297,-.027009636
KY,21,15,Boone County,2125,819,.38541177,-.027905904
WI,55,97,Portage County,1280,570,.4453125,-.026399074
MD,24,27,Howard County,11160,6309,.56532258,-.028405959
SC,45,3,Aiken County,3955,1048,.26498103,-.029076761
TX,48,341,Moore County,4345,1489,.34269276,-.026588272
IN,18,31,Decatur County,265,89,.33584905,-.02830508
CA,6,65,Riverside County,643305,283839,.44121996,-.026953854
NY,36,3,Allegany County,590,183,.31016949,-.027545854
MO,29,21,Buchanan County,2810,928,.3302491,-.027015751
TX,48,465,Val Verde County,22390,9281,.41451541,-.028317511
OK,40,65,Jackson County,3490,850,.24355301,-.027234823
TX,48,169,Garza County,815,252,.30920246,-.026652226
WA,53,71,Walla Walla County,6295,2571,.40841937,-.025400421
AL,1,9,Blount County,2050,421,.20536585,-.029589774
AL,1,125,Tuscaloosa County,2725,519,.19045871,-.029068874
MS,28,133,Sunflower County,305,39,.12786885,-.028017009
MI,26,21,Berrien County,4025,1714,.4258385,-.023454268
NM,35,29,Luna County,8825,3427,.38832861,-.024316294
AZ,4,25,Yavapai County,19175,8273,.43144721,-.025102189
CO,8,59,Jefferson County,56255,31584,.56144345,-.024291322
TX,48,281,Lampasas County,2620,938,.35801527,-.025289705
LA,22,103,St. Tammany Parish,7485,2219,.29645959,-.028805887
SC,45,51,Horry County,6675,1841,.27580523,-.028066067
SC,45,29,Colleton County,455,99,.21758242,-.026475528
MD,24,25,Harford County,6965,2955,.42426419,-.025414951
NM,35,25,Lea County,19350,7294,.37695089,-.023512267
TN,47,189,Wilson County,2350,786,.3344681,-.029770397
AZ,4,13,Maricopa County,680555,306063,.4497256,-.022809092
GA,13,177,Lee County,555,168,.3027027,-.024616091
MO,29,37,Cass County,2415,965,.39958593,-.024462922
MD,24,5,Baltimore County,19365,8348,.43108702,-.024322283
TX,48,283,La Salle County,4455,1452,.32592592,-.027456734
IN,18,157,Tippecanoe County,6150,1932,.31414634,-.025046844
MN,27,65,Kanabec County,170,66,.3882353,-.024388399
IN,18,51,Gibson County,205,72,.35121951,-.025073787
CO,8,5,Arapahoe County,59045,31888,.54006267,-.021534685
KY,21,225,Union County,130,34,.26153848,-.025650708
NH,33,17,Strafford County,2075,888,.42795181,-.026644615
OK,40,25,Cimarron County,205,60,.29268292,-.024357857
NY,36,93,Schenectady County,6165,2519,.40859693,-.024428703
WI,55,135,Waupaca County,550,256,.46545455,-.022133468
IN,18,33,DeKalb County,770,264,.34285715,-.02469058
PA,42,1,Adams County,2915,1211,.4154374,-.022848958
TX,48,331,Milam County,3560,1200,.33707866,-.022614818
ID,16,27,Canyon County,26825,8614,.32111835,-.022436839
MN,27,17,Carlton County,310,140,.45161289,-.023598842
GA,13,5,Bacon County,325,57,.17538461,-.021751305
AL,1,77,Lauderdale County,1040,225,.21634616,-.027262183
CA,6,97,Sonoma County,60165,33764,.56119007,-.024751164
IN,18,49,Fulton County,315,107,.33968255,-.023928223
KS,20,53,Ellsworth County,260,88,.33846155,-.022833612
NJ,34,21,Mercer County,29840,15973,.53528821,-.019966153
KS,20,175,Seward County,4720,1517,.32139832,-.023567211
IN,18,59,Hancock County,1045,421,.4028708,-.023700284
WV,54,37,Jefferson County,2005,862,.42992517,-.023155892
IN,18,11,Boone County,1135,530,.46696034,-.023227356
PA,42,133,York County,18560,7635,.41136855,-.021561557
OR,41,15,Curry County,950,424,.4463158,-.022173321
OH,39,155,Trumbull County,2255,861,.38181818,-.021682404
OK,40,19,Carter County,1515,421,.27788779,-.021899259
IL,17,113,McLean County,4725,2086,.44148147,-.021703741
CO,8,93,Park County,865,463,.53526014,-.021019258
HI,15,7,Kauai County,4460,2062,.46233183,-.028805515
IL,17,103,Lee County,1290,536,.41550389,-.022365501
TX,48,121,Denton County,82085,38830,.47304624,-.020150892
OH,39,7,Ashtabula County,2400,831,.34625,-.021237699
LA,22,109,Terrebonne Parish,2040,393,.19264705,-.024184361
TX,48,81,Coke County,495,189,.38181818,-.020398943
IA,19,105,Jones County,260,105,.40384614,-.023038423
AL,1,71,Jackson County,505,110,.21782178,-.024576446
OK,40,95,Marshall County,990,293,.29595959,-.021942688
OR,41,39,Lane County,18180,8232,.45280528,-.019928653
MI,26,147,St. Clair County,3215,1372,.42674962,-.019337706
WI,55,77,Marquette County,275,119,.43272728,-.019660471
MN,27,169,Winona County,670,265,.39552239,-.020369422
TX,48,459,Upshur County,1600,521,.325625,-.018123548
VA,51,15,Augusta County,1000,432,.43200001,-.016445303
MI,26,91,Lenawee County,4785,2067,.43197492,-.018667212
TX,48,39,Brazoria County,62825,26761,.42596102,-.018497523
IL,17,161,Rock Island County,9630,4156,.43156803,-.020213064
GA,13,267,Tattnall County,910,199,.21868132,-.018744487
TX,48,429,Stephens County,1345,373,.27732342,-.018816002
CA,6,75,San Francisco County,79110,46123,.58302367,-.021783832
NC,37,137,Pamlico County,160,53,.33125001,-.020838955
TX,48,25,Bee County,13605,4041,.29702315,-.020253064
VA,51,171,Shenandoah County,1300,560,.43076923,-.016107908
NY,36,39,Greene County,1985,749,.37732998,-.019579817
OK,40,49,Garvin County,1075,290,.26976743,-.018636951
TX,48,187,Guadalupe County,39585,16847,.42559052,-.018761748
WA,53,77,Yakima County,48250,19704,.40837306,-.018035296
KS,20,81,Haskell County,540,178,.32962963,-.019575406
GA,13,321,Worth County,205,37,.18048781,-.019405184
NM,35,17,Grant County,9835,4853,.49344179,-.019019814
MS,28,91,Marion County,195,26,.13333334,-.019328272
SD,46,7,Bennett County,110,35,.31818181,-.019322304
MT,30,3,Big Horn County,435,179,.41149426,-.018106259
TX,48,109,Culberson County,1170,480,.41025642,-.019608632
VA,51,3,Albemarle County,2395,1365,.56993735,-.015849134
KS,20,137,Norton County,125,39,.31200001,-.017327489
MT,30,9,Carbon County,180,82,.45555556,-.018821334
IN,18,103,Miami County,640,187,.29218751,-.019001238
VA,51,107,Loudoun County,24340,15964,.65587509,-.015049998
TX,48,61,Cameron County,201760,85452,.4235329,-.018576166
TX,48,267,Kimble County,720,257,.35694444,-.018627228
TX,48,179,Gray County,2915,877,.30085763,-.015629539
GA,13,145,Harris County,860,307,.35697675,-.018778553
OK,40,75,Kiowa County,590,157,.26610169,-.018310202
FL,12,21,Collier County,44310,21354,.48192281,-.019119136
NC,37,129,New Hanover County,5570,2028,.36409336,-.017396552
IN,18,91,LaPorte County,3505,1274,.36348075,-.018874073
WA,53,47,Okanogan County,2435,1030,.42299795,-.015751975
TX,48,279,Lamb County,4010,1221,.30448878,-.016723901
VA,51,59,Fairfax County,76495,49973,.65328455,-.015319777
NV,32,31,Washoe County,54750,26255,.47954339,-.015779177
TX,48,451,Tom Green County,30255,10048,.3321104,-.016769638
IA,19,191,Winneshiek County,210,91,.43333334,-.01930419
IA,19,163,Scott County,6310,2730,.4326466,-.017875021
IA,19,7,Appanoose County,175,59,.33714285,-.018329075
WI,55,39,Fond du Lac County,2110,944,.44739336,-.014857439
FL,12,103,Pinellas County,58115,25121,.43226361,-.017494783
MT,30,47,Lake County,725,296,.40827587,-.017081697
OR,41,61,Union County,770,293,.38051948,-.015055512
TX,48,31,Blanco County,1335,586,.43895131,-.016780129
FL,12,121,Suwannee County,1925,559,.2903896,-.015125928
ND,38,35,Grand Forks County,1845,557,.30189702,-.01729531
NY,36,67,Onondaga County,13320,5676,.42612612,-.016448429
CA,6,77,San Joaquin County,151590,66900,.441322,-.015808009
CA,6,87,Santa Cruz County,44570,24390,.54722905,-.01845739
AL,1,51,Elmore County,905,201,.22209945,-.019299645
MT,30,93,Silver Bow County,1080,439,.40648147,-.016617144
SC,45,35,Dorchester County,4080,1222,.29950979,-.017925076
CA,6,107,Tulare County,136545,54360,.39811051,-.014991028
AR,5,93,Mississippi County,660,132,.2,-.016237937
IL,17,181,Union County,450,180,.40000001,-.015126978
MO,29,183,St. Charles County,6480,2970,.45833334,-.015353982
TX,48,145,Falls County,2250,628,.27911112,-.013020361
NY,36,51,Livingston County,1485,547,.36835018,-.015827516
OK,40,143,Tulsa County,28590,9991,.34945786,-.014159615
CA,6,19,Fresno County,263015,111295,.42315078,-.014227203
WY,56,13,Fremont County,1530,467,.30522877,-.01829388
GA,13,73,Columbia County,5850,2145,.36666667,-.01494981
TX,48,209,Hays County,54360,23258,.42785135,-.015060165
OH,39,13,Belmont County,450,170,.37777779,-.013790703
